"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @evankirstel: Speech #Analytics: A New Way to Know Your Customers | CustomerThink https://t.co/AjymgcExEZ #cx #cctr https://t.co/MgVeR0x…",FALSE,0,NA,2017-01-18 17:47:39,FALSE,NA,"821776078716932097",NA,"<a href=""https://commun.it"" rel=""nofollow"">Commun.it</a>","sCHEFfert",9,TRUE,FALSE,NA,NA
"2","#Analytics If you hear a voice within you say �you canbnot paint,� then by all means paint, and that voice will be silenced. ~ Vincent van …",FALSE,0,NA,2017-01-18 17:47:35,FALSE,NA,"821776062568923136",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","MasterDatabase",0,FALSE,FALSE,NA,NA
"3","+ #analytics comScore New Station Group Giant Emerges as Nexstar, Media General Finalize $4.6 Billion Merger: … https://t.co/ZvGfAORlNA",FALSE,0,NA,2017-01-18 17:47:31,FALSE,NA,"821776042977333248",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","ClubSignage",0,FALSE,FALSE,NA,NA
"4","RT @Sam___Hurley: How To Choose Your #ContentMarketing Metrics: https://t.co/lXXds3P4VG [#analytics via @usefilament] https://t.co/jHmUDmBI…",FALSE,0,NA,2017-01-18 17:47:14,FALSE,NA,"821775974089953280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","macenzledcronin",18,TRUE,FALSE,NA,NA
"5","RT @BadeRajasekhar: The evolution of #iot 
#startup #bigdata #analytics #datascience #chatbot #fintech #medtech #smarthome #smartcity #ai #…",FALSE,0,NA,2017-01-18 17:47:14,FALSE,NA,"821775971653189635",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Simibit1",44,TRUE,FALSE,NA,NA
"6","RT @CFOintheCloud: . @Gartner say #cloud, #in-memory &amp; #analytics are 3 big tech factors impacting #EPM  https://t.co/v1ycZl94q7 &gt; How abou…",FALSE,0,NA,2017-01-18 17:47:09,FALSE,NA,"821775953810563074",NA,"<a href=""http://dustcloud.io"" rel=""nofollow"">Dustcloud.io</a>","HokstadConsult",2,TRUE,FALSE,NA,NA
"7","RT @DBaker007: 51 Expert Tips to Learn #BigData #Analytics @DataScienceCtrl https://t.co/vOYOuTk0Er #datascience https://t.co/hvlUxuTGJR",FALSE,0,NA,2017-01-18 17:47:06,FALSE,NA,"821775938346221572",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","RoltaTech",0,FALSE,FALSE,NA,NA
"8","Have any New Year’s resolutions for #BI &amp; #analytics? Gartner_inc’s BIScorecard suggests a few at infomgmt:… https://t.co/ladoph2X4r",FALSE,0,NA,2017-01-18 17:47:03,FALSE,NA,"821775928342745089",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","pahu666",0,FALSE,FALSE,NA,NA
"9","Have any New Year’s resolutions for #BI &amp; #analytics? @Gartner_inc’s @BIScorecard suggests a few at @infomgmt:… https://t.co/GSiHexqfzn",FALSE,1,NA,2017-01-18 17:47:00,TRUE,NA,"821775914849554432",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","infobldrs",0,FALSE,FALSE,NA,NA
"10","RT jose_garde: 90 Active Blogs on #Analytics, #BigData, #DataMining, #DataScience, #MachineLearning - https://t.co/rLFtSvxlDk #ArtificialI…",FALSE,0,NA,2017-01-18 17:46:51,FALSE,NA,"821775877235212292",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","maxversace",0,FALSE,FALSE,NA,NA
"11","The latest Sales and Marketing Digest! https://t.co/TdACXuqRt3 Thanks to @JayMMTL @EnghouseKyle @kerrybodine #analytics #custexp",FALSE,0,NA,2017-01-18 17:46:48,FALSE,NA,"821775863213654021",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","KenBonifay",0,FALSE,FALSE,NA,NA
"12","RT @techhadoop: @CloudXtract DS &amp; ML with Python Hands On!
https://t.co/bz4siatHzB 
Only at  $15
#data #iot #analytics #ai #bigdata #datsci…",FALSE,0,NA,2017-01-18 17:46:41,FALSE,NA,"821775836013592583",NA,"<a href=""https://twitter.com/alevergara78"" rel=""nofollow"">realtimeApp_reactjs</a>","alevergara78",2,TRUE,FALSE,NA,NA
"13","RT @BigDataGal: DataFirst Method: Based on open source https://t.co/c4EE2cejjO #bigdata #analytics",FALSE,0,NA,2017-01-18 17:46:33,FALSE,NA,"821775799082778624",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","ThugMetrics",2,TRUE,FALSE,NA,NA
"14","RT @Sam___Hurley: How To Choose Your #ContentMarketing Metrics: https://t.co/lXXds3P4VG [#analytics via @usefilament] https://t.co/jHmUDmBI…",FALSE,0,NA,2017-01-18 17:46:32,FALSE,NA,"821775795022659585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShunoaJTayior",19,TRUE,FALSE,NA,NA
"15","RT @Sam___Hurley: How To Choose Your #ContentMarketing Metrics: https://t.co/lXXds3P4VG [#analytics via @usefilament] https://t.co/jHmUDmBI…",FALSE,0,NA,2017-01-18 17:46:31,FALSE,NA,"821775792778711040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aaron__d__Watt",19,TRUE,FALSE,NA,NA
"16","RT @techhadoop: @CloudXtract DS &amp; ML with Python Hands On!
https://t.co/bz4siatHzB 
Only at  $15
#data #iot #analytics #ai #bigdata #datsci…",FALSE,0,NA,2017-01-18 17:46:19,FALSE,NA,"821775743743119360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CloudXtract",2,TRUE,FALSE,NA,NA
"17","RT @BigDataGal: DataFirst Method: Based on open source https://t.co/c4EE2cejjO #bigdata #analytics",FALSE,0,NA,2017-01-18 17:46:10,FALSE,NA,"821775705667092480",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","Mackenzie_MacD",2,TRUE,FALSE,NA,NA
"18","RT @DBaker007: 51 Expert Tips to Learn #BigData #Analytics @DataScienceCtrl https://t.co/OMZUHi5gNo #datascience #training https://t.co/i5w…",FALSE,0,NA,2017-01-18 17:45:51,FALSE,NA,"821775623672606724",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shyamvaran",1,TRUE,FALSE,NA,NA
"19","machinelearnbot: RT jose_garde: 90 Active Blogs on #Analytics, #BigData, #DataMining, #DataScience, #MachineLearning - …",FALSE,0,NA,2017-01-18 17:45:41,FALSE,NA,"821775583571017728",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","vikasjee",0,FALSE,FALSE,NA,NA
"20","NumPy Cheat Sheet: Data Analysis in Python https://t.co/UVSq69uCWJ #datascience #analytics",FALSE,0,NA,2017-01-18 17:45:41,FALSE,NA,"821775582614712320",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","thiakx",0,FALSE,FALSE,NA,NA
"21","Data Science Bowl 2017 https://t.co/Y82yR1At76 #datascience #analytics",FALSE,0,NA,2017-01-18 17:45:40,FALSE,NA,"821775580291072008",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","thiakx",0,FALSE,FALSE,NA,NA
"22","51 Expert Tips to Learn #BigData #Analytics @DataScienceCtrl https://t.co/OMZUHi5gNo #datascience #training https://t.co/i5wNkz6NXs",FALSE,0,NA,2017-01-18 17:45:40,FALSE,NA,"821775577556385797",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","DBaker007",1,FALSE,FALSE,NA,NA
"23","RT Sam___Hurley: How To Choose Your #ContentMarketing Metrics: https://t.co/qznkNAfzcD [#analytics via usefilamen… https://t.co/5pOd863TIp",FALSE,0,NA,2017-01-18 17:45:33,FALSE,NA,"821775548611493897",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","galigio",0,FALSE,FALSE,NA,NA
"24","Webinar: Understand Prescriptive Analytics in 20 Minutes - 01/26 - with @LangeGde #analytics - Register here:… https://t.co/s0U4eInSGP",FALSE,0,NA,2017-01-18 17:45:02,TRUE,NA,"821775418038616073",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","webinara",0,FALSE,FALSE,NA,NA
"25","#Ads and #analytics are coming to #InstagramStories: https://t.co/l1cFAOmuvC https://t.co/m7yvkPLguQ",FALSE,0,NA,2017-01-18 17:45:01,FALSE,NA,"821775417254285312",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","durrellcomm",0,FALSE,FALSE,NA,NA
"26","RT @Ronald_vanLoon: 4 Easy Steps to Structure Highly Unstructured Big Data, via Automated Indexation | #BigData #Analytics #RT https://t.co…",FALSE,0,NA,2017-01-18 17:44:36,FALSE,NA,"821775308772802566",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","colleenpridemor",44,TRUE,FALSE,NA,NA
"27","@NCRCorporation is serious about #digital #omnichannel  #analytics #mobile #ExperienceReimagined #NCRSKO17 https://t.co/HD8jBQFDjX",FALSE,1,"NCRCorporation",2017-01-18 17:44:34,FALSE,NA,"821775302527434753","26061631","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Digital_Edward",0,FALSE,FALSE,NA,NA
"28","RT @IBMHealthcare: IBM's #cognitive #analytics helps @BpGenetics deliver accurate results to patients undergoing genetic tests https://t.co…",FALSE,0,NA,2017-01-18 17:44:12,FALSE,NA,"821775210164547586",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PharmaDecisions",9,TRUE,FALSE,NA,NA
"29","RT @kdnuggets: 90 Active #Blogs on #Analytics, #BigData, #DataMining, #DataScience, #MachineLearning (updated) https://t.co/7MiMXuMtFY http…",FALSE,0,NA,2017-01-18 17:43:55,FALSE,NA,"821775136500183040",NA,"<a href=""https://twitter.com/alevergara78"" rel=""nofollow"">realtimeApp_reactjs</a>","alevergara78",3,TRUE,FALSE,NA,NA
"30","RT @akwyz: The 6 Building Blocks for an Improved Digital #CX in #Banking.https://t.co/8e9Ncxo6wA
#custserv #analytics #Marketing #fintech v…",FALSE,0,NA,2017-01-18 17:43:33,FALSE,NA,"821775046704267264",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","BIZBoostMe",3,TRUE,FALSE,NA,NA
"31","RT @kdnuggets: 90 Active #Blogs on #Analytics, #BigData, #DataMining, #DataScience, #MachineLearning (updated) https://t.co/7MiMXuMtFY http…",FALSE,0,NA,2017-01-18 17:43:30,FALSE,NA,"821775035262267392",NA,"<a href=""http://umeton.com"" rel=""nofollow"">rtapp315156161</a>","renato_umeton",3,TRUE,FALSE,NA,NA
"32","OttLegalRebels: RT kdnuggets: 90 Active #Blogs on #Analytics, #BigData, #DataMining, #DataScience, #MachineLearnin… https://t.co/O7fK139fVF",FALSE,0,NA,2017-01-18 17:43:25,FALSE,NA,"821775011413458944",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","techguard1",0,FALSE,FALSE,NA,NA
"33","RT @BadeRajasekhar: 40 Key and Emerging Technologies to Drive The Future
#AI #IoT #Robotics #Blockchain #Cloud #BigData #Analytics #SmartCi…",FALSE,0,NA,2017-01-18 17:43:23,FALSE,NA,"821775002831683584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","digiyana",29,TRUE,FALSE,NA,NA
"34","DataFirst Method: Based on open source https://t.co/c4EE2cejjO #bigdata #analytics",FALSE,0,NA,2017-01-18 17:43:15,FALSE,NA,"821774972284764171",NA,"<a href=""http://sendible.com"" rel=""nofollow"">Sendible App</a>","BigDataGal",2,FALSE,FALSE,NA,NA
"35","RT @akwyz: The 6 Building Blocks for an Improved Digital #CX in #Banking.https://t.co/8e9Ncxo6wA
#custserv #analytics #Marketing #fintech v…",FALSE,0,NA,2017-01-18 17:43:14,FALSE,NA,"821774966635003905",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheSoulfulEMU",3,TRUE,FALSE,NA,NA
"36","Digital Analytics Weekly Update is out! https://t.co/OeKJBjGpCG Stories via @PaulDelbridge @sashahanau @MishaBelieber3 #analytics #digital",FALSE,0,NA,2017-01-18 17:43:05,FALSE,NA,"821774928814993408",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","nicolemleite",0,FALSE,FALSE,NA,NA
"37","RT @jose_garde: 90 Active Blogs on #Analytics, #BigData, #DataMining, #DataScience, #MachineLearning - https://t.co/bFgKP36gAc #ArtificialI…",FALSE,0,NA,2017-01-18 17:42:58,FALSE,NA,"821774897823318018",NA,"<a href=""https://twitter.com/machinelearnbot"" rel=""nofollow"">Machine learning Bot 6</a>","machinelearnbot",16,TRUE,FALSE,NA,NA
"38","RT @Ronald_vanLoon: Next generation wearables for health monitoring: an interview with Dr Steven LeBoeuf | #DataScience #Analytics #RT http…",FALSE,0,NA,2017-01-18 17:42:40,FALSE,NA,"821774824523649025",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","99788Bud",6,TRUE,FALSE,NA,NA
"39","How SAS helps #customerloyalty blossom @1800flowers #omnichannel #analytics https://t.co/n2cox8G3LK https://t.co/YPZ9xwiaSq",FALSE,0,NA,2017-01-18 17:42:19,FALSE,NA,"821774735428046848",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">VoiceStorm</a>","BankJorgensen",0,FALSE,FALSE,NA,NA
"40","IBM Planning Analytics Local now available https://t.co/iqWxzJIyVW #ANALYTICS #Skills #Worldwide #IBMPartners #IBM… https://t.co/xkg4nDAqFU",FALSE,1,NA,2017-01-18 17:42:10,TRUE,NA,"821774697838673920",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","M_Tuzhilkin",0,FALSE,FALSE,NA,NA
"41","RT @Sam___Hurley: How To Choose Your #ContentMarketing Metrics: https://t.co/lXXds3P4VG [#analytics via @usefilament] https://t.co/jHmUDmBI…",FALSE,0,NA,2017-01-18 17:41:59,FALSE,NA,"821774653362470914",NA,"<a href=""http://galigio.org"" rel=""nofollow"">Flask13</a>","TokensGuy",19,TRUE,FALSE,NA,NA
"42","[Interview] Data #analytics can be key to agency #hiring: https://t.co/fO9KGbuIf9 via @FedNewsRadio https://t.co/HBob524Qir",FALSE,0,NA,2017-01-18 17:41:48,FALSE,NA,"821774605014728716",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JoeAbusamra",0,FALSE,FALSE,NA,NA
"43","RT @bobehayes: Master in Business #Analytics - Geneva school of economics and management @DiegoKuonen https://t.co/qKsmMXrnRc #datascience",FALSE,0,NA,2017-01-18 17:41:47,FALSE,NA,"821774600233062400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","j2ames_q",4,TRUE,FALSE,NA,NA
"44","#analytics #website A new CEO for DocuSign https://t.co/T6ppMBYRXy #clickcounter",FALSE,0,NA,2017-01-18 17:41:11,FALSE,NA,"821774452337700864",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","click_counter",0,FALSE,FALSE,NA,NA
"45","@GHX_LLC @cmluoma #healthcare #providers #suppliers using #analytics on #requisition to #order platforms… https://t.co/Zx3KG2kI6h",FALSE,0,"GHX_LLC",2017-01-18 17:41:10,TRUE,NA,"821774444997832705","204502133","<a href=""http://postbeyond.com"" rel=""nofollow"">PostBeyond</a>","MrosakGHX",0,FALSE,FALSE,NA,NA
"46","#analytics #website A new CEO for DocuSign https://t.co/8is6B4vL26 #clickcounter",FALSE,1,NA,2017-01-18 17:41:07,FALSE,NA,"821774434771972096",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","analytics_us",0,FALSE,FALSE,NA,NA
"47","RT @Sam___Hurley: How To Choose Your #ContentMarketing Metrics: https://t.co/lXXds3P4VG [#analytics via @usefilament] https://t.co/jHmUDmBI…",FALSE,0,NA,2017-01-18 17:41:00,FALSE,NA,"821774403386150912",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","ThavinMarcob",19,TRUE,FALSE,NA,NA
"48","#analytics ppt pizza delivery naked girl video https://t.co/MC9ypevVUZ",FALSE,0,NA,2017-01-18 17:40:53,FALSE,NA,"821774376634875905",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GraphicImageInc",0,FALSE,FALSE,NA,NA
"49","RT @jchengery: #Retailers also using #mobile as a powerful #analytics tool to see who/how many are visiting their stores. #retail #mcommerc…",FALSE,0,NA,2017-01-18 17:40:50,FALSE,NA,"821774363179544576",NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">iShopping marketing app #1</a>","AffifSiddique",1,TRUE,FALSE,NA,NA
"50","RT @kdnuggets: 90 Active #Blogs on #Analytics, #BigData, #DataMining, #DataScience, #MachineLearning (updated) https://t.co/7MiMXuMtFY http…",FALSE,0,NA,2017-01-18 17:40:44,FALSE,NA,"821774336860286976",NA,"<a href=""http://www.gagnelaw.ca"" rel=""nofollow"">Telco </a>","OttLegalRebels",3,TRUE,FALSE,NA,NA
"51","Nastel Announces AutoPilot Insight 2.0 Fusing Machine Learning, Business Transactions &amp; Mobile Analytics… https://t.co/zyy0dFqxQE",FALSE,0,NA,2017-01-18 17:40:35,TRUE,NA,"821774301145636864",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nastel",0,FALSE,FALSE,NA,NA
"52","Are you aware of the importance behind social media #analytics? https://t.co/GkSRkZ9vlz https://t.co/5oyLjosH6x",FALSE,0,NA,2017-01-18 17:40:30,FALSE,NA,"821774280560177152",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","powermktg",0,FALSE,FALSE,NA,NA
"53","RT @blarson424: Quick lesson: Perform a Twitter Sentiment Analysis https://t.co/lTj0cmcfae #rstats #datascience #textanalytics #analytics h…",FALSE,0,NA,2017-01-18 17:40:21,FALSE,NA,"821774240932364288",NA,"<a href=""https://twitter.com/alevergara78"" rel=""nofollow"">realtimeApp_reactjs</a>","alevergara78",2,TRUE,FALSE,NA,NA
"54","#Retailers also using #mobile as a powerful #analytics tool to see who/how many are visiting their stores. #retail #mcommerce #NRF17",FALSE,0,NA,2017-01-18 17:40:17,FALSE,NA,"821774224864014338",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","jchengery",1,FALSE,FALSE,NA,NA
"55","The State of Cloud Technology 2017 Report: The Future of Cloud &amp; How to Get Ready for it https://t.co/o8uiW6Mgx9 #datascience #analytics",FALSE,0,NA,2017-01-18 17:40:16,FALSE,NA,"821774220548050944",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","thiakx",0,FALSE,FALSE,NA,NA
"56","#Millennials are making a business impact, &amp; the #analytics world is taking notice, via @Big_DataForum.… https://t.co/sAu0BfTg7A",FALSE,0,NA,2017-01-18 17:40:12,TRUE,NA,"821774204567552002",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">VoiceStorm</a>","JawJawBaig",0,FALSE,FALSE,NA,NA
"57",".@SoftwareAdvice: Case Study - @PulseMining adds real-time #analytics to gain millions in production… https://t.co/qNImk2SbnR",FALSE,0,NA,2017-01-18 17:40:02,TRUE,NA,"821774159147634688",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","BirstBI",0,FALSE,FALSE,NA,NA
"58","RT @blarson424: Quick lesson: Perform a Twitter Sentiment Analysis https://t.co/lTj0cmcfae #rstats #datascience #textanalytics #analytics h…",FALSE,0,NA,2017-01-18 17:39:34,FALSE,NA,"821774045536546816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Excelgist",2,TRUE,FALSE,NA,NA
"59","RT @bigdataparis: #BI #Analytics, Mobile Apps #Security. The 6&amp;7th of March 2017, we are thrilled to welcome @MicroStrategy at https://t.co…",FALSE,0,NA,2017-01-18 17:39:34,FALSE,NA,"821774042789249032",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","clickmediauk",1,TRUE,FALSE,NA,NA
"60","RT @RedPixie: Top 10 #Data #Analytics Blog posts for 2016. #DataScience

/&gt; https://t.co/uacBYQIfli https://t.co/Pbst3G3i8l",FALSE,0,NA,2017-01-18 17:39:33,FALSE,NA,"821774041568657409",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","clickmediauk",2,TRUE,FALSE,NA,NA
"61","RT @Ronald_vanLoon: Next generation wearables for health monitoring: an interview with Dr Steven LeBoeuf | #DataScience #Analytics #RT http…",FALSE,0,NA,2017-01-18 17:39:33,FALSE,NA,"821774040914423808",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","clickmediauk",6,TRUE,FALSE,NA,NA
"62","RT @wijones1: How SAS helps #customerloyalty blossom at @1800flowers #omnichannel #analytics https://t.co/cswl0Zr39Q",FALSE,0,NA,2017-01-18 17:39:33,FALSE,NA,"821774038888497153",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","clickmediauk",2,TRUE,FALSE,NA,NA
"63","RT @Sam___Hurley: How To Choose Your #ContentMarketing Metrics: https://t.co/lXXds3P4VG [#analytics via @usefilament] https://t.co/jHmUDmBI…",FALSE,0,NA,2017-01-18 17:39:29,FALSE,NA,"821774024225259525",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tg_thkohjb",19,TRUE,FALSE,NA,NA
"64","USE the #TOOLS!
#Executive
#Analytics
#Saas
#Datascientists
#Leaders
#Entrepreneur
#Developers
#GIS
#Managers… https://t.co/43U2RXvpK5",FALSE,0,NA,2017-01-18 17:39:03,TRUE,NA,"821773913784979456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RaulOcaranza1",0,FALSE,FALSE,NA,NA
"65","""@augustoseixas Past, Present and Future of The #BigData #Ecosystem [#Infographic]  #Analytics #IoT   #Cloud… https://t.co/NUuIWaLvTI",FALSE,1,NA,2017-01-18 17:38:47,TRUE,NA,"821773848114855936",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","IVRTechGroup",0,FALSE,FALSE,NA,NA
"66","RT @dcunni: Dashboards for #DevOps: Examples of What to Measure via @NewRelic https://t.co/YTeJP5ZsZY @newrelic #ITops #analytics",FALSE,0,NA,2017-01-18 17:38:32,FALSE,NA,"821773785216925697",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BereanoPartners",1,TRUE,FALSE,NA,NA
"67","RT @TechNative: Can #analytics and #bigdata help #retailers reduce their stock return rate? https://t.co/bwJ7ynoiXX https://t.co/pKAbzgNIbt",FALSE,0,NA,2017-01-18 17:38:29,FALSE,NA,"821773771250008064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TechNativeLive",53,TRUE,FALSE,NA,NA
"68",".@PeraHealth to expand #analytics line with $14 million from #MainsailPartners. Via @CrainsCharlotte https://t.co/O8mZFJgfEy",FALSE,0,NA,2017-01-18 17:38:18,FALSE,NA,"821773723556577289",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","CrainsCharlotte",0,FALSE,FALSE,NA,NA
"69","#cybersecurity, #privacy, #analytics are a focus for Risk and Reg Services Innovation Center @CarnegieMellon… https://t.co/MKCf3nl9ch",FALSE,0,NA,2017-01-18 17:38:04,TRUE,NA,"821773664697876481",NA,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>","PwC_US_FinSrvcs",0,FALSE,FALSE,NA,NA
"70","RT @StarCloudSvcs: Did you know 88% of mobile users use #retail apps? @allreceipts #retail #analytics #mobile #omnichannel https://t.co/aeP…",FALSE,0,NA,2017-01-18 17:37:52,FALSE,NA,"821773616866099201",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","StarMicronics",1,TRUE,FALSE,NA,NA
"71","Develop your strengths_focus on where you're going-Communicate Your Vision-JesusChristEmpowersInitiative-ASK #leadership #analytics #bigdata",FALSE,0,NA,2017-01-18 17:37:44,FALSE,NA,"821773580321034244",NA,"<a href=""http://pluggio.com"" rel=""nofollow"">Pluggio</a>","HaveFaithInGod7",0,FALSE,FALSE,NA,NA
"72","Dashboards for #DevOps: Examples of What to Measure via @NewRelic https://t.co/YTeJP5ZsZY @newrelic #ITops #analytics",FALSE,1,NA,2017-01-18 17:37:35,FALSE,NA,"821773542949724160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dcunni",1,FALSE,FALSE,NA,NA
"73","Furniture #chain improves #supply #chain #visibility https://t.co/zYr0cF0PYA #retail #inventory #analytics",FALSE,0,NA,2017-01-18 17:37:30,FALSE,NA,"821773523333087232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","a2r_MM",0,FALSE,FALSE,NA,NA
"74","Google Analytics Breakthrough: From Zero to Business Impact #Analytics #UX #Funnel by Adam Singer [Book] https://t.co/6YtkBsORri",FALSE,0,NA,2017-01-18 17:37:04,FALSE,NA,"821773415111598080",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","Paul_CTH",0,FALSE,FALSE,NA,NA
"75","RT @TechNative: Can #analytics and #bigdata help #retailers reduce their stock return rate? https://t.co/bwJ7ynoiXX https://t.co/pKAbzgNIbt",FALSE,0,NA,2017-01-18 17:36:50,FALSE,NA,"821773354852085761",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TechNative",53,TRUE,FALSE,NA,NA
"76","RT @wijones1: How SAS helps #customerloyalty blossom at @1800flowers #omnichannel #analytics https://t.co/cswl0Zr39Q",FALSE,0,NA,2017-01-18 17:36:27,FALSE,NA,"821773260358610946",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","Stuart_Harker",2,TRUE,FALSE,NA,NA
"77","RT @SarahLaLiberte: Election #DataScience and the Death of Truth | @CloudExpo #BigData #Analytics https://t.co/xmWSLyYMoC",FALSE,0,NA,2017-01-18 17:36:21,FALSE,NA,"821773233104023554",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ExpoAI",21,TRUE,FALSE,NA,NA
"78","RT @StartGrowthHack: 7 building blocks for #IoT #success: conceptualization, proof of concept, user application, #CRM &amp; #Analytics integrat…",FALSE,0,NA,2017-01-18 17:36:05,FALSE,NA,"821773166133575684",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sud_20483",34,TRUE,FALSE,NA,NA
"79","RT @BadeRajasekhar: The evolution of #iot 
#startup #bigdata #analytics #datascience #chatbot #fintech #medtech #smarthome #smartcity #ai #…",FALSE,0,NA,2017-01-18 17:35:58,FALSE,NA,"821773138161782784",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MJRobinson23",44,TRUE,FALSE,NA,NA
"80","#analytics group sex chinese girlsphotos https://t.co/s73AUpM8ns",FALSE,0,NA,2017-01-18 17:35:54,FALSE,NA,"821773121103532033",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sonnybanjo",0,FALSE,FALSE,NA,NA
